code,name,city,level,hospitalAccredResult,teachingAccredResult,hospitalAccredYear,teachingAccredYear,hospitalAccredPeriod,teachingAccredPeriod,phone,address
0543010019,國軍高雄總醫院屏東分院附設民眾診療服務處,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,08-7560756,屏東縣屏東市大湖路58巷22號
1543110033,大新醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,08-7962033,屏東縣高樹鄉長榮村興中路208號1樓至3樓與興中路210號1樓
0943010026,安和醫療社團法人安和醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,08-7651828,屏東縣屏東市崇蘭里自由路598號
0643130018,屏東榮民總醫院龍泉分院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,醫事人員類（非醫師）教學醫院評鑑合格,108,108,109/1/1-115/12/31,109/1/1-115/12/31,08-7704115,屏東縣內埔鄉龍潭村昭勝路安平一巷1號
0943010044,復興醫療社團法人復興醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,08-7232323,屏東縣屏東市橋南里民生路147-3號及147-2號
1143040010,恆基醫療財團法人恆春基督教醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,08-8892293,屏東縣恆春鎮山腳里恆西路21及21-1號
0943160012,枋寮醫療社團法人枋寮醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,08-8789991,屏東縣枋寮鄉安樂村中山路139號(代表號)及枋寮鄉安樂村隆山路59號
1543010190,民眾醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,08-7325455,屏東縣屏東市泰安里忠孝路120之1號
1543020105,茂隆骨科醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,08-7801915,屏東縣潮州鎮朝昇路322號
0143040019,衛生福利部恆春旅遊醫院,屏東縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,08-8892704~5,屏東縣恆春鎮山腳里恆南路188號
1137010042,彰化基督教醫療財團法人彰化基督教兒童醫院,彰化縣,醫學中心,兒童醫院評鑑合格（醫學中心）,兒童教學醫院評鑑合格（醫學中心）,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-7238595,彰化縣彰化市光南里13鄰旭光路320號(地下1樓至地上11樓)
1137010024,彰化基督教醫療財團法人彰化基督教醫院,彰化縣,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-7238595,彰化縣彰化縣彰化市南校街135號、中華路176號、旭光路235、旭光路320號(地下2樓至地下5樓、地上12樓至地上14樓)
0937010019,秀傳醫療社團法人秀傳紀念醫院,彰化縣,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,113,113,114/1/1-119/12/31,114/1/1-119/12/31,04-7256166,彰化縣彰化縣彰化市南瑤里中山路1段536、542號(醫療大樓)、彰化縣彰化市南瑤里南平
1137020511,秀傳醫療財團法人彰濱秀傳紀念醫院,彰化縣,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,108,113,109/1/1-115/12/31,114/1/1-119/12/31,04-7813888,彰化縣鹿港鎮鹿工路6號、6-2號
0137170515,衛生福利部彰化醫院,彰化縣,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,113,112,114/1/1-119/12/31,113/1/1-118/12/31,04-8298686,彰化縣埔心鄉中正路二段80號
1537070028,仁和醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-8742108,彰化縣田中鎮中州路一段157號
1537100012,伸港忠孝醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,04-7991618,彰化縣伸港鄉新港村忠孝路30號
1537010040,信生醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-7251191,彰化縣彰化市三民路312號
1537010175,冠華醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-7256067,彰化縣彰化市光復里中正路一段437號
1537040066,卓醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-8882995,彰化縣北斗鎮中山路一段311號
1537050071,員林何醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-8343838,彰化縣員林市民族街33號
0937050014,員榮醫療社團法人員榮醫院及其員生院區,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-8326161,彰化縣員林市中正路201號
0937050032,員郭醫療社團法人員郭醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,04-8312889,彰化縣員林市南興里員林大道六段51號
1537081085,宋志懿醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-8968707,彰化縣二林鎮大成路一段51號
1537051318,常春醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-8376689,彰化縣員林市溝皂里員集路二段501號
1137080017,彰化基督教醫療財團法人二林基督教醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,108,108,109/1/1-115/12/31,109/1/1-115/12/31,04-8952031,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓
1137050019,彰化基督教醫療財團法人員林基督教醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,108,112,109/1/1-115/12/31,113/1/1-118/12/31,04-8381456,彰化縣員林市南平里莒光路456號
1137010051,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,04-7113456,彰化縣彰化市南興里中山路一段366號
1137020520,彰化基督教醫療財團法人鹿港基督教醫院及其長青院區,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,114,114,115/1/1-120/12/31,115/1/1-120/12/31,04-7779595,彰化縣鹿港鎮中正路480號、彰化縣鹿港鎮鹿東路二段888號
0937050024,惠來醫療社團法人宏仁醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-8375878,彰化縣員林市惠來里惠來街89號、91號
1537010219,成美醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-7273127,彰化縣彰化市三民路56號、77號1-2樓
0937080012,洪宗鄰醫療社團法人洪宗鄰醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-8967955,彰化縣二林鎮中正路61號
1537051274,皓生醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-8379560,彰化縣員林市萬年路3段133號
0937030012,道周醫療社團法人道周醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-7566995,彰化縣和美鎮和光路180號、和善路118號
1537061065,道安醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,04-8852309,彰化縣溪湖鎮光平里彰水路三段362號
1537010237,順安醫院,彰化縣,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,04-7229889,彰化縣彰化市光復路53號
1131050515,佛教慈濟醫療財團法人台北慈濟醫院,新北市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,112,112,113/1/1-118/12/31,113/1/1-118/12/31,02-66289779,新北市新店區建國路277號地上1、3、4樓及289號地下1至3樓至地上1至15樓
1131100010,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,新北市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,112,112,113/1/1-118/12/31,113/1/1-118/12/31,02-25433535、；02-28094661,臺北市中山區中山北路二段92號、新北市淡水 區民生路四十五號、民權路47號B1~11樓
1131110516,國泰醫療財團法人汐止國泰綜合醫院,新北市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,112,112,113/1/1-118/12/31,113/1/1-118/12/31,02-27082121、；02-26482121,臺北市大安區仁愛路四段266巷6號、280號、 新北市汐止區建成路59巷2號地下4樓至地上12 樓
1331040513,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,112,112,113/1/1-118/12/31,113/1/1-118/12/31,02-22490088,新北市中和區中正路291號醫療大樓地下2層至地上12層
1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市,醫學中心,醫院評鑑優等（醫學中心）,醫師及醫事人員類教學醫院評鑑合格（醫學中心）,112,112,113/1/1-118/12/31,113/1/1-118/12/31,02-89667000,新北市板橋區南雅南路二段21號、高爾富路300號
1131110516,國泰醫療財團法人汐止國泰綜合醫院,新北市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,113,112,114/1/1-119/12/31,113/1/1-118/12/31,02-26482121,新北市汐止區建成路59巷2號地下4樓至地上12樓
1231050017,天主教耕莘醫療財團法人耕莘醫院,新北市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,113,115/1/1-120/12/31,114/1/1-119/12/31,02-22193391,新北市新店區中正路362號
1131130018,新北市立土城醫院(委託長庚醫療財團法人興建經營),新北市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,112,113/1/1-118/12/31,113/1/1-118/12/31,02-22630588,新北市土城區金城路2段6號
0131020016,新北市立聯合醫院及其板橋院區,新北市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,112,108,113/1/1-118/12/31,109/1/1-115/12/31,02-29829111,新北市三重區新北大道1段3號、3之1號
1131090019,行天宮醫療志業醫療財團法人恩主公醫院,新北市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,114,115/1/1-120/12/31,115/1/1-120/12/31,02-26723456,新北市三峽區復興路399號、中山路198、258號
0131060029,衛生福利部臺北醫院,新北市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,114,112,115/1/1-120/12/31,113/1/1-118/12/31,02-22765566,新北市新莊區思源路127號；長春街6號2樓、3樓
1331160010,輔仁大學學校財團法人輔仁大學附設醫院,新北市,區域醫院,醫院評鑑合格（區域醫院）,醫師及醫事人員類教學醫院評鑑合格,111,114,112/1/1-115/12/31,115/1/1-120/12/31,02-85128888,新北市泰山區貴子路69號(地下4層、地上1至11層及13層、15層)
1531021165,三重中興醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-29959680,新北市三重區中興北街21號
1531040259,中祥醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-22405055,新北市中和區中山路二段359巷2號1至2樓、4號2樓、6號2樓
0931010016,中英醫療社團法人中英醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22563584,新北市新北市板橋區文化路一段192之1號1樓、194號1至4樓、196號1至4樓、198號1至4
0931010025,中英醫療社團法人板英醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,02-82513923,新北市板橋區文化路一段267、269、271號1-4樓
1531130105,仁安醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-22627088,新北市土城區中央路1段62、64號1-5樓；中華路一段1號2-5樓、3號1-5樓
1531071030,仁愛醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,02-26834567,新北市樹林區文化街9號(地下1、2樓及地上1樓-8樓)
1531131139,元復醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-22661886,新北市土城區中央路二段318．320．322．324號1-4樓
1531021183,全民醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-22821575,新北市三重區三和路四段103之2號、103之2號2樓、103之2號3樓
1531050077,同仁醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,02-29170201,新北市新店區民權路89號
0431270012,國立臺灣大學醫學院附設醫院金山分院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-24989898,新北市金山區五湖里玉爐路7號
1231030015,天主教耕莘醫療財團法人永和耕莘醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,114,113,115/1/1-120/12/31,114/1/1-119/12/31,02-29286060,新北市永和區中興街80號地下1樓至地上6樓及國光路123號地下3樓至地上11樓
1231050017,天主教耕莘醫療財團法人耕莘醫院安康院區,新北市,地區醫院,醫院評鑑合格（地區醫院）,醫事人員類（非醫師）教學醫院評鑑合格,114,113,115/1/1-120/12/31,114/1/1-119/12/31,02-22123066,新北市新店區車子路15號
1531021192,宏仁醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-29788877,新北市三重區水漾路1段158號
1531130052,廣川醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22617000,新北市土城區裕民路274、276、278號
1531041390,怡和醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-22450009,新北市中和區連城路49號1-4樓
1531131157,恩樺醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22639955,新北市土城區中央路一段7-18號地下1樓、1樓、2樓、4-10樓
0931060016,新仁醫療社團法人新仁醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22017212,新北市新莊區中正路395號、福海街24巷1號
1531051172,新北仁康醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-22152345,新北市新店區安康路2段323號地上1至2樓(B棟)
1531061249,新泰綜合醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-29962121,新北市新莊區新樹路176號
1531010082,板新醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-29609955,新北市板橋區中正路189號
1531010279,板橋中興醫院及其海山院區,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-29590707,新北市板橋區忠孝路15號
1531011310,板橋國泰醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-29583333,新北市板橋區忠孝路5、7、9、11號1-3樓
1531031278,永和復康醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-29240925,新北市永和區中和路575、577、579號1-4樓
0931090014,永聖醫療社團法人文化醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,114,-,115/1/1-120/12/31,-,02-26732885,新北市三峽區介壽路一段199號
1531091149,清福醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-26739288,新北市三峽區介壽路一段286號2樓
1531120038,瑞芳礦工醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-24974101,新北市瑞芳區一坑路71之2號
1531061230,益民醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,113,-,114/1/1-119/12/31,-,02-89911050,新北市新莊區中港路127號1-4樓
1531061258,祥顥醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-22798795,新北市新莊區思源路2號1、4、5、6樓
1531041363,蕙生醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,108,-,109/1/1-115/12/31,-,02-22236339,新北市中和區中山路二段551號地下1樓至地上1至6樓
1531010108,蕭中正醫院,新北市,地區醫院,醫院評鑑合格（地區醫院）,非教學醫院,112,-,113/1/1-118/12/31,-,02-29685661,新北市板橋區南雅南路一段15號之1、17號、19號(1-4樓)
0131060010,衛生福利部樂生療養院,新北市,地區醫院,醫院評鑑合格（地區醫院）,醫師及醫事人員類教學醫院評鑑合格,113,113,114/1/1-119/12/31,114/1/1-119/12/31,02-82006600,新北市新莊區中正路794號；桃園市龜山區萬壽路一段50巷2號
