timestamp,institutionType,institutionName,unitName,location,jobTitle,wardType,dayShiftRatio,eveningShiftRatio,nightShiftRatio,leaderSupport,invasiveDuties,weeklyHours,overtimePolicy,yearsCurrent,yearsTotal,annualSalary,monthlyBase,annualBonus,workAtmosphere,promotion,recommendIndex,comment
2025-11-09 14:47,區域醫院,臺北市立聯合醫院和平婦幼院區及其婦幼院區,嬰兒室,台北市,N3,兒科,1:10,1:11,1:15,部分協助,化療,45-50,一律給,2,11,92,39,14,3,普通,3,訓練體系完整
2025-11-09 14:36,區域醫院,衛生福利部臺中醫院,心臟外科病房,台中市,護理長,外科,1:10,1:12,1:13,全班協助,給藥/管路,50-55,一律給,2,12,120,50,18,3,普通,3,薪資與制度都優
2025-11-09 13:25,地區醫院,衛生福利部花蓮醫院,10B 內科病房,花蓮縣,N1,內科,1:9,1:13,1:16,無,給藥/CVP/PCA,45-50,合理範圍給,2,4,64,27,10,3,普通,2,工時長但待遇可
2025-11-09 13:05,地區醫院,臺北榮民總醫院員山分院,11A 外科病房,宜蘭縣,N1,外科,1:10,1:12,1:16,全班協助,給藥/CVP/PCA,40-45,一律給,4,6,67,28,10,4,普通,3,門診作息穩定
2025-11-09,區域醫院,童綜合醫療社團法人童綜合醫院及其沙鹿院區,12A 內科病房,台中市,專科護理師,內科,1:7,1:11,1:13,部分協助,給藥/換藥/抽痰,55-60,一律不給,7,8,101,42,15,3,難以升遷,2,可學到很多技術
2025-11-09,區域醫院,國立陽明交通大學附設醫院及其新民院區,5A 內科病房,宜蘭縣,專科護理師,內科,1:9,1:13,1:16,部分協助,產後照護,45-50,一律給,1,9,112,47,17,4,機會多,3,可學到很多技術
2025-11-09,區域醫院,衛生福利部基隆醫院,精神科病房,基隆市,N1,精神,1:8,1:13,1:15,部分協助,管路/PCA,45-50,一律給,8,2,91,38,14,3,難以升遷,2,可學到很多技術
2025-11-08 22:42,醫學中心,奇美醫療財團法人奇美醫院及其樹林院區,腸胃內科病房,台南市,N2,內科,1:8,1:10,1:16,部分協助,給藥/CVP/PCA,50-55,主管判斷,5,9,110,46,17,4,機會多,3,加班頻率可接受
2025-11-08 21:22,地區醫院,蕭中正醫院,9A 外科病房,新北市,護理長,外科,1:6,1:12,1:13,部分協助,給藥/換藥/抽痰,40-45,一律給,1,3,108,45,16,3,機會多,3,薪資與制度都優
2025-11-08 09:34,地區醫院,全民醫院,5A 內科病房,新北市,N3,內科,1:8,1:13,1:12,部分協助,給藥/換藥/抽痰,55-60,一律不給,1,7,82,34,12,2,難以升遷,1,leader 形同虛設
2025-11-08,地區醫院,忠港醫院,腎臟內科病房,台中市,N0,內科,1:9,1:11,1:14,部分協助,給藥/管路,40-45,主管判斷,8,12,59,25,9,4,機會多,3,人力穩定但行政會議多
2025-11-08,地區醫院,第一醫院,7A 內科病房,台中市,N2,內科,1:8,1:13,1:13,無,管路/PCA,50-55,合理範圍給,2,2,68,29,10,3,機會多,3,訓練體系完整
2025-11-08,醫學中心,長庚醫療財團法人林口長庚紀念醫院,12A 內科病房,桃園市,N3,內科,1:10,1:14,1:14,部分協助,給藥/換藥/抽痰,45-50,合理範圍給,7,3,117,49,18,4,普通,3,案件量大但有規矩
2025-11-08,醫學中心,國泰醫療財團法人國泰綜合醫院,綜合病房,台北市,N1,混合,1:8,1:10,1:13,部分協助,換藥/PCA,55-60,一律不給,4,1,101,42,15,3,普通,2,工時長但待遇可
2025-11-08,醫學中心,臺北榮民總醫院,嬰兒室,台北市,N2,兒科,1:6,1:13,1:16,部分協助,給藥/管路,45-50,合理範圍給,5,3,99,42,15,3,機會多,3,兒科氣氛溫暖
2025-11-08,醫學中心,彰化基督教醫療財團法人彰化基督教兒童醫院,精神科病房,彰化縣,N4,精神,1:8,1:12,1:14,部分協助,給藥/CVP/PCA,45-50,合理範圍給,1,11,126,53,19,4,普通,3,資深領班受重視
2025-11-07 19:58,區域醫院,衛生福利部臺南醫院,7A 內科病房,台南市,N1,內科,1:6,1:10,1:15,全班協助,化療,45-50,合理範圍給,4,12,78,33,12,4,機會多,3,排班相對人性化
2025-11-07 18:02,地區醫院,霖園醫院,5A 內科病房,高雄市,N2,內科,1:8,1:12,1:12,部分協助,給藥/CVP/PCA,50-55,合理範圍給,2,1,77,32,12,3,機會多,3,
2025-11-07 09:57,區域醫院,臺北市立聯合醫院中興院區,心智科病房,台北市,N1,精神,1:7,1:13,1:13,無,給藥/CVP/PCA,50-55,主管判斷,6,9,84,35,13,3,機會多,3,主管支持度高
2025-11-07,區域醫院,國軍左營總醫院附設民眾診療服務處,安寧病房,高雄市,專科護理師,安寧,1:6,1:13,1:14,部分協助,給藥/管路,45-50,合理範圍給,8,7,108,45,16,4,普通,3,
2025-11-07,區域醫院,為恭醫療財團法人為恭紀念醫院及其東興院區,腸胃內科病房,苗栗縣,N0,內科,1:10,1:14,1:12,全班協助,換藥/PCA,40-45,主管判斷,3,7,83,35,12,3,普通,3,案件量大但有規矩
2025-11-07,區域醫院,衛生福利部桃園醫院,綜合病房,桃園市,N3,混合,1:6,1:12,1:14,全班協助,化療,45-50,合理範圍給,4,6,98,41,15,3,難以升遷,2,主管偏心嚴重
2025-11-07,區域醫院,天主教耕莘醫療財團法人耕莘醫院,腎臟內科病房,新北市,N2,內科,1:7,1:13,1:14,無,產後照護,45-50,主管判斷,7,8,96,40,14,4,機會多,3,資深領班受重視
2025-11-07,診所,NN 診所,心智科病房,花蓮縣,副護理長,精神,1:7,1:13,1:14,部分協助,化療,40-45,合理範圍給,6,3,97,41,15,4,機會多,3,
2025-11-07,醫學中心,彰化基督教醫療財團法人彰化基督教醫院,一般病房,彰化縣,N1,混合,1:9,1:13,1:14,部分協助,管路/PCA,50-55,合理範圍給,5,10,101,42,15,3,普通,3,
2025-11-07,區域醫院,長庚醫療財團法人基隆長庚紀念醫院及其情人湖院區,心智科病房,基隆市,N1,精神,1:7,1:12,1:14,部分協助,給藥,50-55,一律給,6,10,81,34,12,3,難以升遷,2,被當打雜
2025-11-07,區域醫院,高雄市立大同醫院,兒科病房,高雄市,N4,兒科,1:8,1:13,1:12,無,給藥,45-50,合理範圍給,2,7,113,47,17,3,普通,3,氣氛輕鬆
2025-11-07,區域醫院,澄清綜合醫院中港分院,9A 外科病房,台中市,副護理長,外科,1:8,1:12,1:15,無,管路/PCA,40-45,一律給,4,8,106,45,16,4,普通,3,專科氣氛 OK
2025-11-07,醫學中心,義大醫療財團法人義大醫院,嬰兒室,高雄市,N4,兒科,1:7,1:14,1:14,全班協助,產後照護,45-50,合理範圍給,1,13,124,52,19,4,普通,3,案件量大但有規矩
2025-11-06 22:38,醫學中心,國泰醫療財團法人汐止國泰綜合醫院,婦產科病房,新北市,N1,婦產,1:6,1:11,1:12,部分協助,化療,40-45,合理範圍給,4,2,108,45,16,3,普通,3,安寧團隊互相 support
2025-11-06 20:52,區域醫院,臺北市立聯合醫院忠孝院區,腸胃內科病房,台北市,N4,內科,1:10,1:12,1:13,全班協助,給藥/換藥/抽痰,45-50,一律給,7,5,112,47,17,3,難以升遷,2,被當打雜
2025-11-06 12:54,醫學中心,高雄榮民總醫院,心智科病房,高雄市,N2,精神,1:8,1:11,1:14,全班協助,給藥/CVP/PCA,45-50,合理範圍給,7,2,112,47,17,3,普通,3,
2025-11-06,醫學中心,中國醫藥大學兒童醫院,安寧病房,台中市,專科護理師,安寧,1:10,1:12,1:12,部分協助,給藥,55-60,一律不給,8,3,122,51,18,2,普通,1,
2025-11-06,地區醫院,恩樺醫院,腎臟內科病房,新北市,N2,內科,1:6,1:11,1:13,無,化療,50-55,一律給,4,1,67,28,10,3,難以升遷,2,專科氣氛 OK
2025-11-06,區域醫院,天主教耕莘醫療財團法人耕莘醫院,5A 內科病房,新北市,N0,內科,1:8,1:14,1:12,無,給藥/管路,45-50,一律給,7,10,82,34,12,4,普通,3,新人訓練紮實
2025-11-06,區域醫院,臺中榮民總醫院嘉義分院,一般病房,嘉義市,N2,混合,1:7,1:14,1:14,部分協助,給藥/管路,55-60,主管判斷,2,11,92,39,14,3,普通,2,沒人沒錢沒尊重
2025-11-06,區域醫院,醫療財團法人辜公亮基金會和信治癌中心醫院,6C 內科病房,台北市,N2,內科,1:9,1:11,1:12,部分協助,管路/PCA,40-45,一律給,8,5,86,36,13,3,普通,3,門診作息穩定
2025-11-06,區域醫院,臺北市立聯合醫院陽明院區,心臟內科病房,台北市,N2,內科,1:10,1:12,1:14,全班協助,所有侵入性,45-50,主管判斷,3,11,87,37,13,4,普通,3,可學到很多技術
2025-11-06,地區醫院,連江縣立醫院,11A 外科病房,連江縣,N4,外科,1:8,1:12,1:16,部分協助,給藥/管路,45-50,主管判斷,3,8,106,45,16,3,普通,3,案件多但學得快
2025-11-05 19:25,醫學中心,奇美醫療財團法人奇美醫院及其樹林院區,緩和醫療病房,台南市,N2,安寧,1:8,1:10,1:12,部分協助,給藥,45-50,合理範圍給,6,12,113,47,17,4,普通,3,訓練體系完整
2025-11-05 15:59,地區醫院,國立臺灣大學醫學院附設醫院新竹臺大分院生醫醫院竹東院區,骨科病房,新竹縣,N2,外科,1:8,1:12,1:12,全班協助,給藥,40-45,主管判斷,7,2,82,34,12,3,難以升遷,2,新人訓練紮實
2025-11-05,地區醫院,板橋中興醫院及其海山院區,婦產科病房,新北市,專科護理師,婦產,1:10,1:12,1:13,部分協助,給藥/CVP/PCA,45-50,一律給,7,13,92,39,14,4,機會多,3,排班相對人性化
2025-11-05,區域醫院,臺灣基督教門諾會醫療財團法人門諾醫院,12A 內科病房,花蓮縣,N1,內科,1:9,1:11,1:15,全班協助,化療,50-55,合理範圍給,4,6,87,37,13,4,機會多,3,
2025-11-05,地區醫院,宏仁醫院,9A 外科病房,新北市,N3,外科,1:7,1:14,1:12,無,產後照護,45-50,主管判斷,8,8,87,37,13,4,機會多,3,訓練體系完整
2025-11-05,醫學中心,長庚醫療財團法人林口長庚紀念醫院,心臟內科病房,桃園市,N4,內科,1:9,1:13,1:16,部分協助,給藥,45-50,合理範圍給,8,6,130,55,20,4,機會多,3,資深領班受重視
2025-11-05,地區醫院,惠和醫院,心臟內科病房,南投縣,N3,內科,1:7,1:12,1:12,無,給藥/換藥/抽痰,40-45,一律給,3,8,87,37,13,3,普通,2,主管管太細
2025-11-04 22:14,區域醫院,輔仁大學學校財團法人輔仁大學附設醫院,腎臟內科病房,新北市,N2,內科,1:10,1:12,1:14,無,給藥/CVP/PCA,45-50,合理範圍給,4,2,84,35,13,4,機會多,3,團隊互助強
2025-11-04 14:17,醫學中心,彰化基督教醫療財團法人彰化基督教兒童醫院,5A 內科病房,彰化縣,N4,內科,1:9,1:12,1:15,全班協助,給藥/管路,45-50,一律給,2,5,138,58,21,4,機會多,3,氣氛輕鬆
2025-11-04,區域醫院,醫療財團法人辜公亮基金會和信治癌中心醫院,6C 內科病房,台北市,護理長,內科,1:8,1:12,1:13,無,產後照護,40-45,主管判斷,3,5,125,53,19,3,機會多,3,工時長但待遇可
2025-11-04,區域醫院,天主教靈醫會醫療財團法人羅東聖母醫院,一般病房,宜蘭縣,N1,混合,1:8,1:12,1:12,部分協助,管路/PCA,45-50,合理範圍給,1,11,86,36,13,4,機會多,3,
2025-11-04,醫學中心,台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,心臟外科病房,台北市,副護理長,外科,1:6,1:11,1:12,部分協助,給藥/管路,45-50,主管判斷,8,5,126,53,19,3,難以升遷,2,人力穩定但行政會議多
2025-11-03 21:33,區域醫院,中國醫藥大學北港附設醫院,11A 外科病房,雲林縣,N3,外科,1:8,1:12,1:16,全班協助,給藥/換藥/抽痰,55-60,一律不給,6,1,96,40,14,2,難以升遷,1,主管偏心嚴重
2025-11-03 19:18,區域醫院,臺北榮民總醫院桃園分院,神經外科病房,桃園市,專科護理師,外科,1:10,1:12,1:14,部分協助,化療,55-60,一律不給,1,5,98,41,15,3,難以升遷,1,新人零保護
2025-11-03 18:11,區域醫院,國立陽明交通大學附設醫院及其新民院區,兒童病房,宜蘭縣,副護理長,兒科,1:6,1:13,1:16,無,管路/PCA,40-45,合理範圍給,3,8,118,50,18,4,機會多,3,
2025-11-03 13:40,區域醫院,基督復臨安息日會醫療財團法人臺安醫院,兒科病房,台北市,N0,兒科,1:9,1:13,1:12,全班協助,產後照護,55-60,一律不給,6,5,87,37,13,3,難以升遷,2,
2025-11-03,地區醫院,彰化基督教醫療財團法人鹿港基督教醫院及其長青院區,7A 內科病房,彰化縣,N1,內科,1:10,1:11,1:12,部分協助,化療,45-50,合理範圍給,8,6,70,29,11,3,普通,2,夜班暴力事件多
2025-11-03,地區醫院,佛教慈濟醫療財團法人斗六慈濟醫院,綜合病房,雲林縣,N1,混合,1:7,1:12,1:12,部分協助,管路/PCA,45-50,主管判斷,8,3,73,31,11,3,難以升遷,2,工時超長
2025-11-03,醫學中心,新光醫療財團法人新光吳火獅紀念醫院,緩和醫療病房,台北市,專科護理師,安寧,1:8,1:11,1:15,部分協助,給藥/換藥/抽痰,45-50,一律給,4,2,119,50,18,4,機會多,3,可學到很多技術
2025-11-03,地區醫院,冠華醫院,7A 內科病房,彰化縣,副護理長,內科,1:6,1:12,1:16,部分協助,所有侵入性,45-50,合理範圍給,5,2,99,42,15,4,普通,3,同事關係好
2025-11-03,區域醫院,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）,兒科病房,高雄市,N2,兒科,1:9,1:12,1:15,無,給藥/CVP/PCA,45-50,主管判斷,3,2,88,37,13,4,機會多,3,案件多但學得快
2025-11-03,區域醫院,秀傳醫療財團法人彰濱秀傳紀念醫院,緩和醫療病房,彰化縣,N4,安寧,1:7,1:14,1:13,無,給藥/管路,40-45,一律給,8,9,108,45,16,3,機會多,3,專科氣氛 OK
2025-11-02 20:29,地區醫院,豐榮醫院,5A 內科病房,新北市,N2,內科,1:8,1:12,1:14,全班協助,換藥/PCA,55-60,主管判斷,6,3,71,30,11,3,普通,2,加班沒給
2025-11-02 15:22,區域醫院,佛教慈濟醫療財團法人台中慈濟醫院,腎臟內科病房,台中市,專科護理師,內科,1:6,1:10,1:14,無,管路/PCA,55-60,主管判斷,2,12,103,43,15,3,難以升遷,2,主管偏心嚴重
2025-11-02,區域醫院,聯新國際醫院,8B 外科病房,桃園市,副護理長,外科,1:8,1:11,1:14,部分協助,產後照護,45-50,合理範圍給,4,12,105,44,16,3,機會多,3,訓練體系完整
2025-11-02,醫學中心,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,腸胃內科病房,台北市,N2,內科,1:8,1:10,1:14,部分協助,給藥/CVP/PCA,45-50,合理範圍給,1,8,110,46,17,4,機會多,3,案件多但學得快
2025-11-02,區域醫院,戴德森醫療財團法人嘉義基督教醫院,5A 內科病房,嘉義市,護理長,內科,1:9,1:14,1:12,部分協助,所有侵入性,45-50,一律給,1,2,119,50,18,4,機會多,3,
2025-11-02,地區醫院,豐安醫院,一般病房,台中市,N2,混合,1:10,1:11,1:14,無,管路/PCA,40-45,主管判斷,8,4,76,32,11,3,難以升遷,2,
2025-11-02,醫學中心,財團法人私立高雄醫學大學附設中和紀念醫院,產後病房,高雄市,N4,婦產,1:8,1:12,1:13,全班協助,給藥/換藥/抽痰,40-45,一律給,3,8,138,58,21,3,機會多,3,薪資與制度都優
2025-11-02,醫學中心,中國醫藥大學兒童醫院,兒科病房,台中市,N4,兒科,1:6,1:14,1:14,部分協助,管路/PCA,45-50,一律給,4,13,135,57,20,3,普通,3,
2025-11-02,地區醫院,高禾醫院,安寧病房,高雄市,N4,安寧,1:7,1:10,1:14,部分協助,給藥/換藥/抽痰,45-50,主管判斷,8,1,100,42,15,3,機會多,3,訓練體系完整
2025-11-02,地區醫院,惠德醫院,心臟外科病房,高雄市,N3,外科,1:8,1:14,1:12,全班協助,給藥,55-60,主管判斷,6,1,80,34,12,2,普通,1,沒人沒錢沒尊重
2025-11-02,地區醫院,宏其醫療社團法人宏其婦幼醫院,心臟外科病房,桃園市,N1,外科,1:10,1:13,1:15,部分協助,給藥,45-50,合理範圍給,6,6,63,26,9,4,機會多,3,同事關係好
2025-11-02,區域醫院,臺北市立聯合醫院中興院區,5A 內科病房,台北市,N3,內科,1:10,1:13,1:13,無,產後照護,40-45,合理範圍給,2,11,106,45,16,4,普通,3,
2025-11-02,區域醫院,寶建醫療社團法人寶建醫院,10B 內科病房,屏東縣,N1,內科,1:7,1:12,1:14,部分協助,給藥/管路,55-60,一律不給,3,6,93,39,14,3,普通,2,新人零保護
2025-11-01 23:06,醫學中心,佛教慈濟醫療財團法人台北慈濟醫院,腸胃內科病房,新北市,N1,內科,1:6,1:11,1:14,無,所有侵入性,40-45,一律給,4,12,100,42,15,3,機會多,3,案件多但學得快
2025-11-01 22:29,區域醫院,國軍左營總醫院附設民眾診療服務處,兒童病房,高雄市,N3,兒科,1:7,1:12,1:12,全班協助,給藥/CVP/PCA,55-60,一律不給,5,1,99,42,15,3,普通,2,專科氣氛 OK
2025-11-01,區域醫院,李綜合醫療社團法人大甲李綜合醫院,綜合病房,台中市,N4,混合,1:8,1:11,1:15,全班協助,給藥,40-45,合理範圍給,1,13,122,51,18,4,機會多,3,夜班輪轉公平
2025-11-01,地區醫院,茂隆骨科醫院,5A 內科病房,屏東縣,N2,內科,1:10,1:12,1:12,部分協助,給藥/管路,40-45,一律給,7,1,69,29,10,4,機會多,3,氣氛輕鬆
2025-11-01,醫學中心,國泰醫療財團法人汐止國泰綜合醫院,產後病房,新北市,N2,婦產,1:7,1:12,1:14,無,所有侵入性,45-50,合理範圍給,7,9,109,46,16,3,機會多,3,兒科氣氛溫暖
2025-11-01,診所,KK 診所,腎臟內科病房,高雄市,N1,內科,1:7,1:14,1:16,部分協助,換藥/PCA,45-50,合理範圍給,3,6,71,30,11,3,難以升遷,2,工時長但待遇可
2025-10-31,區域醫院,高雄市立大同醫院,一般病房,高雄市,N3,混合,1:8,1:11,1:15,無,給藥,45-50,一律給,1,8,96,40,14,3,機會多,3,門診作息穩定
2025-10-31,醫學中心,三軍總醫院附設民眾診療服務處及其汀州院區,精神科病房,台北市,N1,精神,1:8,1:12,1:12,無,所有侵入性,45-50,合理範圍給,8,12,101,42,15,4,普通,3,
2025-10-31,區域醫院,振興醫療財團法人振興醫院,8B 外科病房,台北市,N3,外科,1:10,1:12,1:13,全班協助,所有侵入性,45-50,一律給,4,9,106,45,16,3,機會多,3,主管管太細
